"syscode"|"inhoud"|"jaar"|"author"
   UnhideWhenUsed=\"false\" Name=\"Dark List Accent 4\"/>
  <w:LsdException Locked=\"false\" Priority=\"71\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful Shading Accent 4\"/>
  <w:LsdException Locked=\"false\" Priority=\"72\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful List Accent 4\"/>
  <w:LsdException Locked=\"false\" Priority=\"73\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful Grid Accent 4\"/>
  <w:LsdException Locked=\"false\" Priority=\"60\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Light Shading Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"61\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Light List Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"62\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Light Grid Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"63\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Shading 1 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"64\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Shading 2 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"65\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium List 1 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"66\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium List 2 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"67\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Grid 1 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"68\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Grid 2 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"69\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Grid 3 Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"70\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Dark List Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"71\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful Shading Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"72\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful List Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"73\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful Grid Accent 5\"/>
  <w:LsdException Locked=\"false\" Priority=\"60\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Light Shading Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"61\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Light List Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"62\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Light Grid Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"63\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Shading 1 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"64\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Shading 2 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"65\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium List 1 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"66\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium List 2 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"67\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Grid 1 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"68\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Grid 2 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"69\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Medium Grid 3 Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"70\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Dark List Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"71\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful Shading Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"72\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful List Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"73\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" Name=\"Colorful Grid Accent 6\"/>
  <w:LsdException Locked=\"false\" Priority=\"19\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" QFormat=\"true\" Name=\"Subtle Emphasis\"/>
  <w:LsdException Locked=\"false\" Priority=\"21\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" QFormat=\"true\" Name=\"Intense Emphasis\"/>
  <w:LsdException Locked=\"false\" Priority=\"31\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" QFormat=\"true\" Name=\"Subtle Reference\"/>
  <w:LsdException Locked=\"false\" Priority=\"32\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" QFormat=\"true\" Name=\"Intense Reference\"/>
  <w:LsdException Locked=\"false\" Priority=\"33\" SemiHidden=\"false\"
   UnhideWhenUsed=\"false\" QFormat=\"true\" Name=\"Book Title\"/>
  <w:LsdException Locked=\"false\" Priority=\"37\" Name=\"Bibliography\"/>
  <w:LsdException Locked=\"false\" Priority=\"39\" QFormat=\"true\" Name=\"TOC Heading\"/>
 </w:LatentStyles>
</xml><![endif]--><!--[if gte mso 10]-->
<style>
 /* Style Definitions */
 table.MsoNormalTable
	{mso-style-name:\"Table Normal\";
	mso-tstyle-rowband-size:0;
	mso-tstyle-colband-size:0;
	mso-style-noshow:yes;
	mso-style-priority:99;
	mso-style-qformat:yes;
	mso-style-parent:\"\";
	mso-padding-alt:0cm 5.4pt 0cm 5.4pt;
	mso-para-margin:0cm;
	mso-para-margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:10.0pt;
	font-family:\"Calibri\",\"sans-serif\";}
Berghahn Books</style>  "|"2009"|"VAN DEN EECKHOUT, Patricia (ed)"
"68"|"<a href=\"http://poli.vub.ac.be/publi/etni-2\"><span style=\"font-style: italic;\">Etnicheskie i regionalnye konflikty v Yevrazii, Volume 2: Rossiya, Ukraina i Belorussiya</span></a>, Moscow, Ves Mir"|"1997"|"ZVEREV, Alexei, COPPIETERS, Bruno & TRENIN, Dmitri (eds)"
"323"|"The First Chechen War 1994-96’, in <a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739104373\"><span style=\"font-style: italic;\">Moral Constraints on War: Principles and Cases</span></a>, Lanham/Md., Lexington Books, 2002,., pp. 177-203.  "|"2002"|"COPPIETERS, Bruno & Kashnikov, Boris"
"324"|"Concluding Comments’, in <a href=\"http://www.lexingtonbooks.com/Catalog/SingleBook.shtml?command=Search&amp;db=%5EDB/CATALOG.db&amp;eqSKUdata=0739104373\"><span style=\"font-style: italic;\">Moral Constraints on War. Principles and Cases</span></a>, Lexington Books, Lanham/MD,&nbsp; pp. 293-307. "|"2002"|"COPPIETERS, Bruno & FOTION, Nick"
"325"|"‘<a href=\"http://belfercenter.ksg.harvard.edu/publication/3065/federalization_of_foreign_relations.html\">Federalization of Foreign Relations: Discussing Alternatives for the Georgian-Abkhaz Conflict</a>.’ <span style=\"font-style: italic;\">Caspian Studies Program Working Paper Series</span>, Working Paper 2, Cambridge, Mass.: Caspian Studies Program, Harvard University, October 2003<br>"|"2003"|"COPPIETERS, Bruno, KOVZIRIDZE, Tamara & LEONARDY, Uwe"
"326"|"“The Right to Military Disobedience in Militarism, Pacifism, Realism and Just War Theory”, in: <span style=\"font-style: italic;\">Professional Ethics,</span> vol. 10, nos 2-4, 2002, pp. 181-196. <br>"|"2002"|"COPPIETERS, Bruno"
"327"|"<a href=\"http://cf.hum.uva.nl/oosteuropa/prospekt/artikelen2002/abchazie_feb.html%20\">Federalisme en etnische conflicten</a>’, in <span style=\"font-style: italic;\">Prospekt</span>, No 4, 2002, pp. 10-11"|"2002"|"COPPIETERS, Bruno"
"328"|"‘<a href=\"http://hop.ceps.be/BookDetail.php?item_id=126\">Conflict Resolution for Moldova and Transdniestria through Federalisation</a>?’, Centre for European Policy Studies, Brussels, Policy Brief No 25, August 2002 "|"2002"|"COPPIETERS, Bruno & EMERSON, Michael"
"329"|"‘Introduction’ to Bruno Coppieters and Richard Sakwa (eds), <a href=\"http://ukcatalogue.oup.com/product/9780199258710.do\"><span style=\"font-style: italic;\">Contextualizing Secession: Normative Studies in a Comparative Perspective</span></a>, Oxford, Oxford University Press, 2003, pp. 1-21. "|"2003"|"COPPIETERS, Bruno"
"330"|"War and Secession: A Moral Analysis of the Georgian-Abkhazian Conflict’ in <a href=\"http://ukcatalogue.oup.com/product/9780199258710.do\"><span style=\"font-style: italic;\">Contextualizing Secession: Normative Studies in a Comparative Perspective</span></a>, Oxford, Oxford University Press, 2003., pp. 187-212. "|"2003"|"COPPIETERS, Bruno"
"331"|"‘Conclusion: Just War Theory and the Ethics of Secession’ in <a href=\"http://ukcatalogue.oup.com/product/9780199258710.do\"><span style=\"font-style: italic;\">Contextualizing Secession: Normative Studies in a Comparative Perspective</span></a>, Oxford, Oxford University Press, 2003., pp. 252-279. "|"2003"|"COPPIETERS, Bruno"
"332"|"‘<a href=\"http://shop.ceps.be/free/1046.pdf%20%20\">European institutional models as instruments of conflict resolution in the divided states of the European periphery</a>’, Working Document No 195, Centre for European Policy Studies (CEPS), Brussels "|"2003"|"COPPIETERS, Bruno, HUYSSEUNE, Michel, EMERSON, Michael, TOCCI, Nathalie & VAHL, Marius"
"333"|"‘Qianyan’ (Preface)’, in Bruno Coppieters, Nick Fotion, Yinhong Shi (eds), <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span></a> (Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.pp. 1-10 "|"2003"|"COPPIETERS, Bruno & FOTION, Nick "
"334"|"‘Daolun (Introduction)’, in: <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span></a> (Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.., pp. 1-28. "|"2003"|"COPPIETERS, Bruno, FOTION, Nick & APRESSYAN, Ruben"
"335"|"‘Hefa quanwei (Legitimate Authority)’, in: <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span></a> (Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.. pp. 47-67. "|"2003"|"COPPIETERS, Bruno"
"336"|"‘Zhengdang mudi (Right Intentions)’, in: <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span> </a>(Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.., pp. 68-90. "|"2003"|"COPPIETERS, Bruno & KASHNIKOV, bORIS"
"337"|"‘Chenggong de kenengxing (Likelihood of Success)’, in: <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span></a> (Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.., pp. 91-104. "|"2003"|"COPPIETERS, Bruno & FOTION, Nick "
"338"|"‘Zuihou shouduan (Last Resort)’, in: <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span> </a>(Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.., pp. 115-138. <br> "|"2003"|"COPPIETERS, Bruno, APRESSYAN, Ruben & CEULEMANS, Carl"
"339"|"‘Diyici Chechen zhanzheng, 1994-1996 (The First Chechen War 1994-1996)’, in: <span style=\"font-style: italic;\"><a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</a> </span>(Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.., pp.200-230. "|"2003"|"COPPIETERS, Bruno & KASHNIKOV, Boris"
"340"|"‘Jieshuyu (Conclusion)’, in: <a href=\"http://http://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14%3Ehttp://www.cesruc.org/chn/content.asp?contentID=317&amp;categoryID=14\"><span style=\"font-style: italic;\">Zhanzheng de daode zhiyue: lengzhan hou jubu zhanzheng de zhexue sikao</span></a> (Moral Constraints on War: Philosophical Reflections on the Local Wars in the Post Cold War Era), Beijing: Law Press, 2003.., pp. 327-343. "|"2003"|"COPPIETERS, Bruno & FOTION, Nick"
"414"|"Head Start in Politics. The&nbsp; Recruitment Function of Youth Organisations of Political Parties in Belgium (Flanders), <span style=\"font-style: italic;\">Party Politics</span>, 10, 2, 2004, pp. 193-212. <br>"|"2004"|"STOUTHUYSEN, Patrick, HOOGHE, Marc & STOLLE, Dietlind"
"415"|"<span style=\"font-style: italic;\">Opbouwwerk en Stedelijke Vernieuwing</span>, rapport in opdracht van het Vlaams Instituut ter Bevordering en Ondersteuning van Samenlevingsopbouw, Brussel, VIBOSO, 1999."|"1999"|"STOUTHUYSEN, Patrick, VERBEKE, Luc & VERRETH, Bernadette"
"416"|"Stedelijk beleid in Vlaanderen en Nederland: kansarmoede, sociale cohesie en sociaal kapitaal, <span style=\"font-style: italic;\">Tijdschrift voor Sociologie</span>, 20, 3/3, 1999, p. 579-609."|"1999"|"STOUTHUYSEN, Patrick, DUYVENDAK, Jan Willem & VAN DER GRAAF, Peter"
"417"|"\"Het Alternatief Veiligheidsmodel van Galtung\", <span style=\"font-style: italic;\">Protest</span>, maart 1982, p. 12-16."|"1982"|"STOUTHUYSEN, Patrick"
"418"|"\"Het Barokke Militaire Arsenaal. De relevantie van Kaldors analyseschema\", <span style=\"font-style: italic;\">Vrede</span>, juni 1982, p. 21-25."|"1982"|"STOUTHUYSEN, Patrick"
"419"|"\"Het cordon sanitaire is een blok aan het been. Over de manier waarop het Vlaams Blok wordt bestreden\", <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 3, 3/1996, p. 15-18."|"1996"|"STOUTHUYSEN, Patrick"
"420"|"\"Het is allemaal de schuld van Bob Cools. Het ongenoegen over de Antwerpse bestuurscoalitie\", <span style=\"font-style: italic;\">De Nieuwe Maand</span>, 36, december 1993, p. 48-50."|"1993"|"STOUTHUYSEN, Patrick"
"421"|"\"Het spel en de regels. Over de afschaffing van de stemplicht\", <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 1, 9/1994, p. 1-4."|"1994"|"STOUTHUYSEN, Patrick"
"422"|"\"Het stilzwijgen van de opinieleiders. Over de komst van een nieuwe commerciële TV-zender\", <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 1, 8/1994, p. 31-34."|"1994"|"STOUTHUYSEN, Patrick"
"423"|"\"Het Uur van de Utopie. Tijdsconcepties in de utopische literatuur\" in Elchardus, M. : \"<span style=\"font-style: italic;\">De opstand van de intellectuelen. De Franse Revolutie en de geboorte van de nieuwe tijd</span>\", De Nederlandsche Boekhandel-Pelckmans/Wereldbibliotheek, Antwerpen/Amsterdam 1989, p. 94-101."|"1989"|"STOUTHUYSEN, Patrick"
"424"|"\"Het vertrouwen herstellen... De politieke situatie na de recente schandalengolf\", <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 3, 10/1996, p. 1-3."|"1996"|"STOUTHUYSEN, Patrick"
"425"|"\"Homo Sportivus. Sport, kapitalisme, religie\", <span style=\"font-style: italic;\">Toestanden</span>, 7: 1988, p. 7."|"1988"|"STOUTHUYSEN, Patrick"
"426"|"\"Kritieken op de Vredesbeweging. Boukovsky en Rubinstein over het hedendaagse pacifisme\", <span style=\"font-style: italic;\">Transaktie</span>, 1982, p. 311-319 "|"1982"|"STOUTHUYSEN, Patrick"
"427"|"\"Les Mouvements de Paix en Flandre\", <span style=\"font-style: italic;\">Courrier Hebdomadaire du CRISP</span>, n. 1092-1093, octobre 1985, 59 p."|"1985"|"STOUTHUYSEN, Patrick"
"428"|"\"Leve de Republiek ! Over monarchie en democratie\", <span style=\"font-style: italic;\">De Nieuwe Maand</span>, 36, oktober 1993, p. 13-15."|"1993"|"STOUTHUYSEN, Patrick"
"429"|"\"Ons soort mensen waar niemand naar luistert\" (commentaarstuk bij de Europese en Brusselse verkiezingen), <span style=\"font-style: italic;\">Toestanden</span>, 41: 1989, p. 3-4. <br>"|"1989"|"STOUTHUYSEN, Patrick"
"430"|"\"<span style=\"font-style: italic;\">In de Ban van de Bom. De politisering van het Belgisch veiligheidsbeleid, 1945-1985</span>\", Brussel, VUB-Press, 1992, 150 p."|"1992"|"STOUTHUYSEN, Patrick"
"431"|"\"The Belgian Peace Movement\" in Klandermans, P.G. : \"<span style=\"font-style: italic;\">International Social Movement Research. A research Annual\", vol 3. \"Peace Movements in Western Europe and the United States</span>\", JAI-Press, Greenwich Conn., 1991, p. 175-199."|"1991"|"STOUTHUYSEN, Patrick"
"432"|"\"Tussen Zonnebloem en Sartre. Kan je intellectuelen loslaten op de politiek ?\", <span style=\"font-style: italic;\">De Nieuwe Maand</span>, 35, 1992, 7, p. 13-17 "|"1992"|"STOUTHUYSEN, Patrick"
"433"|"\"Une Approche Politico-Sociologique des Partis Ecologistes\" in Allan-Michaud,D. en Fabiani, J.L. : \"<span style=\"font-style: italic;\">Perspectives Economiques et Politiques du Mouvement Ecologique en Europe</span>\", Parijs 1986, p. 62-72."|"1986"|"STOUTHUYSEN, Patrick"
"434"|"\"Van model naar waarschuwing. De Nederlandse sociaal-democratie\", <span style=\"font-style: italic;\">De Nieuwe Maand</span>, 35, 1992, 2, p. 16-21 "|"1992"|"STOUTHUYSEN, Patrick"
"435"|"\"Veiligheid, Kwetsbaarheid en Verdediging. Een bespreking en evaluatie van Galtungs alternatief veiligheids- en defensiekoncept\" in Geeraerts, G. en Stouthuysen, P. : \"<span style=\"font-style: italic;\">Veiligheid en Alternatieve Defensie</span>\", p. 103-133."|"1983"|"STOUTHUYSEN, Patrick "
"436"|"\"Vredesbeweging en Politiek\", <span style=\"font-style: italic;\">Protest</span>, juli-augustus 1985, p. 9-15."|"1985"|"STOUTHUYSEN, Patrick"
"437"|"\"Waarom blijft het stil op straat? Ex-Joegoslavië in oorlog\", <span style=\"font-style: italic;\">De Nieuwe Maand</span>, 36, februari 1993, 2-4."|"1993"|"STOUTHUYSEN, Patrick"
"438"|"\"Waarom die gepijnigde gezichten? Over het Mattheus-effect in de politiek\", <span style=\"font-style: italic;\">De Nieuwe Maand</span>, 36, januari 1993, p. 26-29."|"1993"|"STOUTHUYSEN, Patrick"
"439"|"\"Waarom is er geen socialisme in de Verenigde Staten ?\", <span style=\"font-style: italic;\">Toestanden</span>, 8: 1988, p. 12-16."|"1988"|"STOUTHUYSEN, Patrick"
"440"|"“Het tableau van de werkelijkheid”, in: Mark Elchardus (ed.), <span style=\"font-style: italic;\">De opstand van de intellectuelen</span>, pp. 60-93<br>"|"1989"|"HUYSSEUNE, Michel   "
"441"|"“A Eurosceptic vision in a europhile country:&nbsp; The case of the Lega Nord”, <span style=\"font-style: italic;\">Modern Italy</span>, 2010, Vol. 15, N° 1, pp. 63-75."|"2010"|"HUYSSEUNE, Michel"
"442"|"“A Nation Confronting a Secessionist Claim: Italy and the Lega Nord”, in: Bruno Coppieters &amp; Richard Sakwa (eds), <a href=\"http://ukcatalogue.oup.com/product/9780199258710.do\"><span style=\"font-style: italic;\">Contextualizing Secession. Normative Studies in Comparative Perspective</span>.</a> Oxford, Oxford University Press, 2003, pp. 22-48 "|"2003"|"HUYSSEUNE, Michel"
"443"|"“Anvers”, in: Jean Weisgerber (ed.), <span style=\"font-style: italic;\">Les Avant-gardes littéraires en Belgique</span>. Bruxelles, Labor, 1991, pp. 117-130<br>"|"1991"|"HUYSSEUNE, Michel"
"444"|"“Belgium”, in: Karl Cordell and Stefan Wolff (eds), <span style=\"font-style: italic;\">Ethnopolitical Encyclopaedia of Europe</span>, London, Palgrave, 2004, pp. 45-68"|"2004"|"HUYSSEUNE, Michel"
"445"|"“Bruxelles”, in: Jean Weisgerber (ed.), Les Avant-gardes littéraires en Belgique, pp. 131-142"|"1991"|"HUYSSEUNE, Michel"
"446"|"“Ça Ira et l’expressionnisme”, in: Jean Weisgerber (ed.), Les Avant-gardes littéraires en Belgique, pp. 233-239"|"1991"|"HUYSSEUNE, Michel"
"447"|"HUYSSEUNE, Michel&nbsp; “Centrifugal Regionalism in Flanders and Northern Italy? Elements for a Comparison”, in: Michel Huysseune (ed.). <span style=\"font-style: italic;\">Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy</span>. Brussels, The Royal Flemish Academy of Belgium for Science and the Arts "|"2011"|"HUYSSEUNE, Michel"
"448"|"“Comparing and contextualizing regional difference: Italy vs. Belgium”, in: Michel Huysseune (ed.). <span style=\"font-style: italic;\">Contemporary Centrifugal Regionalism: Comparing Flanders and Northern Italy</span>. Brussels, The Royal Flemish Academy of Belgium for Science and the Arts  "|"2011"|"HUYSSEUNE, Michel"
"449"|"“Conspiracy Theories”, in: Cyprian P. Blamires (ed.), <span style=\"font-style: italic;\">World Fascism. A Historical Encyclopedia</span>, Santa Barbara (CA)/Oxford, ABC-CLIO, 2006, Volume 1, pp. 148-150"|"2006"|"HUYSSEUNE, Michel"
"450"|"“De affiche in de Spaanse burgeroorlog”, in: <span style=\"font-style: italic;\">De Spaanse burgeroorlog, affiches en karikaturen</span>. Brussel, Gemeentekrediet, 1986, pp. 13-28"|"1986"|"HUYSSEUNE, Michel"
"451"|"“De Antwerpse arbeidersbeweging in het licht van de algemene staking van 1913”, <span style=\"font-style: italic;\">Bijdragen tot de geschiedenis van Vlaanderen en Braban</span>t, 1986, pp. 143-175."|"1986"|"HUYSSEUNE, Michel"
"452"|"“De Franse Revolutie in kort bestek”, in: Mark Elchardus (ed.), <span style=\"font-style: italic;\">De opstand van de intellectuelen. De Franse Revolutie als avant-première van de moderne cultuur</span>. Antwerpen, DNB/Pelckmans, 1989, pp. 27-37"|"1989"|"HUYSSEUNE, Michel"
"453"|"“Deconstructing and Reconstructing Loyalty: the Case of Italy”, in: Michael Waller &amp; Andrew Linklater (eds), Political Loyalty and the Nation-State, London, Routledge, 2003, pp. 173-188"|"2003"|"HUYSSEUNE, Michel"
"454"|"“Economie als ideologie” (review of Douglas Dowd, Capitalism and its Economics. A Critical History), <span style=\"font-style: italic;\">Vlaams Marxistisch Tijdschrift</span>, 2002, Vol. 36, N° 4, pp. 112-113.<br>"|"2002"|"HUYSSEUNE, Michel"
"455"|"“Virtuous Citizens and Noble Savages of the New World. The Contamination, Juxtaposition and (Mis)representation of Cultural Models in Enlightenment France”, in: William Chew III (ed.),<span style=\"font-style: italic;\"> Images of America: Through the European Looking-Glass</span>, Brussel, VUBPress, 1997, pp. 47-62"|"1997"|"HUYSSEUNE, Michel"
"456"|"“Cittadini virtuosi e nobili selvaggi del nuovo mondo. Contaminazione, giustapposizione e travisamento dei modelli culturali nella Francia illuminista”, in: Paola Boi &amp; Radhouan Ben Amara (eds),<span style=\"font-style: italic;\"> I volti del l’altro. Letteratura della diaspora e migranti</span>, Cagliari, Edizioni AV, 2003, pp. 213-239. <br>"|"2003"|"HUYSSEUNE, Michel"
"460"|"The World Trade Organization and Regional Trade Agreements: Bridging the Constitutional Credibility Gap, <span style=\"font-style: italic;\">Duke Journal of Comparative &amp; International Law</span>, Vol. 18, No 1, 2007, pp. 1-75 "|"2007"|"DEVUYST, Youri & SERDAREVIC, Asja"
"458"|"<span style=\"font-style: italic;\">Institutional Interaction in Global Environmental Governance. Synergy and Conflict among International and EU Policies</span>, Cambridge: MIT Press 2006."|"2006"|"OBERTHÜR, Sebastian and Thomas GEHRING (eds.)"
"459"|"<span style=\"font-style: italic;\">Participation of Non-Governmental Organisations in International Environmental Governance: Legal Basis and Practical Experience</span>, Berlin: Erich Schmidt Verlag 2003."|"2003"|"OBERTHÜR, Sebastian, Matthias BUCK, Sebastian MÜLLER, Stefanie PFAHL, Richard G. TARASOFSKY, Jacob WERKSMAN and Alice PALMER"
"461"|"‘Is Washington Ready for the Equal Partnership? Kennedy's Legacy for Transatlantic Relations', <span style=\"font-style: italic;\">Studia Diplomatica,</span> Vol. 61, No. 3, 2008, pp. 91-109<br>"|"2008"|"DEVUYST, Youri"
"462"|"Amerika's Wereldrol: het Debat betreffende Internationale Ambities en Economische Middelen', <span style=\"font-style: italic;\">Transaktie. Tijdschrift over de Wetenschap van Oorlog en Vrede</span> (Rijksuniversiteit Groningen), Vol. 18, No. 3, 1989, pp. 260-270"|"1989"|"DEVUYST, Youri"
"463"|"'Consolidating the \"Rhineland Social Economy\" as a Belgian Priority during the Intergovernmental Conference of 1996', in Eric Philippart (ed.), <span style=\"font-style: italic;\">La Politique Extérieure de la Belgique, Cahiers du CERIS-ULB,</span> Vol. 5, No. 3, 1995, pp. 40-44"|"1995"|"DEVUYST, Youri"
"464"|"'De Adviescomités voor Europese Aangelegenheden van het Belgisch Parlement', <span style=\"font-style: italic;\">Tijdschrift voor Bestuurswetenschappen en Publiekrecht</span>, Vol. 47, No. 7, 1992, pp. 468-475"|"1992"|"DEVUYST, Youri"
"69"|"<a href=\"http://poli.vub.ac.be/publi/etni-1\"><span style=\"font-style: italic;\">Etnicheskie i regionalnye konflikty v Yevrazii, Volume 1: Tsentralnaya Aziya i Kavkaz</span></a> Moscow, Ves Mir"|"1997"|"MALASHENKO, Alexei, COPPIETERS, Bruno & TRENIN, Dmitri (eds)"
"465"|"'De afbrokkelende Amerikaanse hegemonie en de toekomst van de Pax Americana', <span style=\"font-style: italic;\">Tijdschrift voor Sociale Wetenschappen</span>, Vol. 34, No. 1, 1989, pp. 25-42"|"1989"|"DEVUYST, Youri"
